k,type,score,label
2,Kmeans,0.450285,0
2,Kmeans,0.296427,1
2,Kmeans,0.513666,1
2,Kmeans,0.415739,0
2,Kmeans,0.386375,0
2,Kmeans,0.331567,0
2,Kmeans,0.34541,0
2,Kmeans,0.481566,1
2,Kmeans,0.297493,0
2,Kmeans,0.362869,0
2,Kmeans,0.1369,1
2,Kmeans,0.420571,1
2,Kmeans,0.519229,1
2,Kmeans,0.513666,1
2,Kmeans,0.391444,0
2,Kmeans,0.368462,0
2,Kmeans,0.352431,0
2,Kmeans,0.092564,0
2,Kmeans,0.336682,1
2,Kmeans,0.254027,1
2,Kmeans,0.394865,0
2,Kmeans,0.513666,1
2,Kmeans,0.244383,0
2,Kmeans,0.513666,1
2,Kmeans,0.388447,0
2,Kmeans,0.493281,1
2,Kmeans,0.466231,1
2,Kmeans,0.150961,1
2,Kmeans,0.408187,0
2,Kmeans,0.359769,0
2,Kmeans,0.310283,0
2,Kmeans,0.174363,0
2,Kmeans,0.311828,0
2,Kmeans,0.372269,0
2,Kmeans,0.24827,1
2,Kmeans,0.502136,1
2,Kmeans,0.513666,1
2,Kmeans,0.190832,0
2,Kmeans,0.517938,1
2,Kmeans,0.161264,0
2,Kmeans,0.16693,0
2,Kmeans,0.466009,1
2,Kmeans,0.035002,0
2,Kmeans,0.47379,1
2,Kmeans,0.061365,0
2,Kmeans,0.228493,0
2,Kmeans,0.341022,1
2,Kmeans,0.425617,1
2,Kmeans,0.395747,1
2,Kmeans,0.270701,0
2,Kmeans,0.297013,0
2,Kmeans,0.063577,1
2,Kmeans,0.136088,0
2,Kmeans,0.431924,0
2,Kmeans,0.44552,0
2,Kmeans,0.336913,1
2,Kmeans,0.493281,1
2,Kmeans,0.472775,0
2,Kmeans,0.384217,0
2,Kmeans,0.192448,0
2,Kmeans,0.372821,0
2,Kmeans,0.478792,1
2,Kmeans,0.29467,0
2,Kmeans,0.257186,0
2,Kmeans,0.39763,0
2,Kmeans,0.169167,1
2,Kmeans,0.33491,1
2,Kmeans,0.284728,0
2,Kmeans,0.248537,0
2,Kmeans,0.447075,0
2,Kmeans,0.407292,1
2,Kmeans,0.291556,1
2,Kmeans,0.425617,1
2,Kmeans,0.257186,0
2,Kmeans,0.473318,0
2,Kmeans,0.183539,1
2,Kmeans,0.338286,0
2,Kmeans,0.517938,1
2,Kmeans,0.521575,1
2,Kmeans,0.177872,1
2,Kmeans,0.244383,0
2,Kmeans,0.270701,0
2,Kmeans,0.418259,0
2,Kmeans,0.209634,0
2,Kmeans,0.336682,1
2,Kmeans,0.360777,0
2,Kmeans,0.192448,0
2,Kmeans,0.176824,0
2,Kmeans,0.28598,1
2,Kmeans,0.048844,0
2,Kmeans,0.354675,1
2,Kmeans,0.035543,1
2,Kmeans,0.346206,0
2,Kmeans,0.114602,0
2,Kmeans,0.320927,1
2,Kmeans,0.388447,0
2,Kmeans,0.415381,0
2,Kmeans,0.313909,1
2,Kmeans,0.244383,0
2,Kmeans,0.449652,0
2,Kmeans,0.116676,0
2,Kmeans,0.258464,0
2,Kmeans,0.482127,1
2,Kmeans,0.342154,0
2,Kmeans,0.013562,0
2,Kmeans,0.519229,1
2,Kmeans,0.218991,0
2,Kmeans,0.16654,0
2,Kmeans,0.524313,1
2,Kmeans,0.004917,0
2,Kmeans,0.190832,0
2,Kmeans,0.41422,0
2,Kmeans,0.360067,1
2,Kmeans,0.135697,0
2,Kmeans,0.513666,1
2,Kmeans,0.359945,0
2,Kmeans,0.371636,0
2,Kmeans,0.1815,1
2,Kmeans,0.118349,1
2,Kmeans,0.353321,0
2,Kmeans,0.387029,1
2,Kmeans,0.29483,0
2,Kmeans,0.43534,0
2,Kmeans,0.51849,1
2,Kmeans,0.341998,0
2,Kmeans,0.445727,0
2,Kmeans,0.017371,0
2,Kmeans,0.401244,1
2,Kmeans,0.355965,0
2,Kmeans,0.122146,1
2,Kmeans,0.382876,0
2,Kmeans,0.353321,0
2,Kmeans,0.360777,0
2,Kmeans,0.073408,0
2,Kmeans,0.223392,0
2,Kmeans,0.170377,1
2,Kmeans,0.514954,1
2,Kmeans,0.184286,0
2,Kmeans,0.027692,1
2,Kmeans,0.305741,1
2,Kmeans,0.402846,0
2,Kmeans,0.245554,1
2,Kmeans,0.114602,0
2,Kmeans,0.39437,0
2,Kmeans,0.397635,1
2,Kmeans,0.428024,1
2,Kmeans,0.401467,0
2,Kmeans,0.494674,1
2,Kmeans,0.238867,0
2,Kmeans,0.349926,0
2,Kmeans,0.248537,0
2,Kmeans,0.239494,0
2,Kmeans,0.365083,0
2,Kmeans,0.028816,0
2,Kmeans,0.514954,1
2,Kmeans,0.329161,0
2,Kmeans,0.292128,0
2,Kmeans,0.518891,1
2,Kmeans,0.375874,0
2,Kmeans,0.34497,0
2,Kmeans,0.192448,0
2,Kmeans,0.337151,0
2,Kmeans,0.257186,0
2,Kmeans,0.248578,0
2,Kmeans,0.374713,0
2,Kmeans,0.29125,0
2,Kmeans,0.244383,0
2,Kmeans,0.162006,0
2,Kmeans,0.412926,0
2,Kmeans,0.32375,0
2,Kmeans,0.393699,1
2,Kmeans,0.15549,0
2,Kmeans,0.327155,0
2,Kmeans,0.174363,0
2,Kmeans,0.46021,0
2,Kmeans,0.171665,1
2,Kmeans,0.310745,1
2,Kmeans,0.120263,0
2,Kmeans,0.518891,1
2,Kmeans,0.472202,0
2,Kmeans,0.353319,0
2,Kmeans,0.070894,0
2,Kmeans,0.349926,0
2,Kmeans,0.094632,0
2,Kmeans,0.431375,0
2,Kmeans,0.116544,0
2,Kmeans,0.502829,1
2,Kmeans,0.305299,0
2,Kmeans,0.470233,0
2,Kmeans,0.08425,0
2,Kmeans,0.316836,0
2,Kmeans,0.52082,1
2,Kmeans,0.135697,0
2,Kmeans,0.445306,0
2,Kmeans,0.230344,0
2,Kmeans,0.327155,0
2,Kmeans,0.514665,1
2,Kmeans,0.337151,0
2,Kmeans,0.211064,0
2,Kmeans,0.518891,1
2,Kmeans,0.33491,1
2,Kmeans,0.253338,1
2,Kmeans,0.308604,0
2,Kmeans,0.282487,0
2,Kmeans,0.091274,0
2,Kmeans,0.373891,0
2,Kmeans,0.513666,1
2,Kmeans,0.445727,0
2,Kmeans,0.336913,1
2,Kmeans,0.34156,0
2,Kmeans,0.517938,1
2,Kmeans,0.331542,1
2,Kmeans,0.354929,0
2,Kmeans,0.397587,0
2,Kmeans,0.15549,0
2,Kmeans,0.231634,1
2,Kmeans,0.135697,0
2,Kmeans,0.086425,1
2,Kmeans,0.049591,0
2,Kmeans,0.377209,0
2,Kmeans,0.354485,0
2,Kmeans,0.516468,1
2,Kmeans,0.327073,1
2,Kmeans,0.359801,0
2,Kmeans,0.422228,1
2,Kmeans,0.354929,0
2,Kmeans,0.114602,0
2,Kmeans,0.043128,0
2,Kmeans,0.242212,0
2,Kmeans,0.335653,0
2,Kmeans,0.375976,0
2,Kmeans,0.372404,0
2,Kmeans,0.248537,0
2,Kmeans,0.435438,0
2,Kmeans,0.357091,0
2,Kmeans,0.192359,1
2,Kmeans,0.513666,1
2,Kmeans,0.138182,1
2,Kmeans,0.15549,0
2,Kmeans,0.502829,1
2,Kmeans,0.513666,1
2,Kmeans,0.518891,1
2,Kmeans,0.315074,0
2,Kmeans,0.359945,0
2,Kmeans,0.415739,0
2,Kmeans,0.506077,1
2,Kmeans,0.214,1
2,Kmeans,0.282094,0
2,Kmeans,0.349926,0
2,Kmeans,0.494674,1
2,Kmeans,0.445059,0
2,Kmeans,0.147287,0
2,Kmeans,0.013868,0
2,Kmeans,0.118953,0
2,Kmeans,0.360777,0
2,Kmeans,0.493281,1
2,Kmeans,0.493281,1
2,Kmeans,0.36057,0
2,Kmeans,0.382999,0
2,Kmeans,0.394889,0
2,Kmeans,0.11541,1
2,Kmeans,0.342875,0
2,Kmeans,0.520874,1
2,Kmeans,0.350531,0
2,Kmeans,0.46982,0
2,Kmeans,0.519229,1
2,Kmeans,0.283209,0
2,Kmeans,0.467751,1
2,Kmeans,0.112229,1
2,Kmeans,0.327073,1
2,Kmeans,0.042802,0
2,Kmeans,0.368462,0
2,Kmeans,0.464783,1
2,Kmeans,0.429624,1
2,Kmeans,0.450007,0
2,Kmeans,0.517938,1
2,Kmeans,0.469595,1
2,Kmeans,0.412926,0
2,Kmeans,0.521575,1
2,Kmeans,0.114628,1
2,Kmeans,0.246258,0
2,Kmeans,0.135697,0
2,Kmeans,0.517938,1
2,Kmeans,0.514954,1
2,Kmeans,0.426489,1
2,Kmeans,0.252969,1
2,Kmeans,0.455685,0
2,Kmeans,0.44552,0
2,Kmeans,0.319259,0
2,Kmeans,0.248578,0
2,Kmeans,0.374092,0
2,Kmeans,0.283209,0
2,Kmeans,0.46021,0
2,Kmeans,0.358123,0
2,Kmeans,0.330971,0
2,Kmeans,0.418588,0
2,Kmeans,0.383163,1
2,Kmeans,0.514954,1
2,Kmeans,0.430817,1
2,Kmeans,0.430817,1
2,Kmeans,0.389158,0
2,Kmeans,0.401467,0
2,Kmeans,0.135697,0
2,Kmeans,0.514954,1
2,Kmeans,0.305741,1
2,Kmeans,0.347692,0
2,Kmeans,0.502829,1
2,Kmeans,0.230344,0
2,Kmeans,0.509267,1
2,Kmeans,0.482127,1
2,Kmeans,0.23541,1
2,Kmeans,0.076195,1
2,Kmeans,0.240468,1
2,Kmeans,0.47379,1
2,Kmeans,0.506929,1
2,Kmeans,0.315074,0
2,Kmeans,0.310773,0
2,Kmeans,0.350531,0
2,Kmeans,0.500856,1
2,Kmeans,0.387558,0
2,Kmeans,0.151763,0
2,Kmeans,0.359801,0
2,Kmeans,0.386375,0
2,Kmeans,0.334373,0
2,Kmeans,0.20587,1
2,Kmeans,0.360777,0
2,Kmeans,0.153481,0
2,Kmeans,0.308662,0
2,Kmeans,0.509108,1
2,Kmeans,0.327073,1
2,Kmeans,0.520874,1
2,Kmeans,0.448581,0
2,Kmeans,0.368619,0
2,Kmeans,-0.001444,1
2,Kmeans,0.463853,0
2,Kmeans,0.344865,0
2,Kmeans,0.353321,0
2,Kmeans,0.156011,1
2,Kmeans,0.291618,1
2,Kmeans,0.418259,0
2,Kmeans,0.518738,1
2,Kmeans,0.344865,0
2,Kmeans,0.308604,0
2,Kmeans,0.075652,1
2,Kmeans,0.372821,0
2,Kmeans,0.149082,0
2,Kmeans,0.359801,0
2,Kmeans,0.422228,1
2,Kmeans,0.316832,0
2,Kmeans,0.509108,1
2,Kmeans,0.137735,1
2,Kmeans,0.506077,1
2,Kmeans,0.327073,1
2,Kmeans,0.449056,0
2,Kmeans,0.337182,0
2,Kmeans,0.368462,0
2,Kmeans,0.115656,1
2,Kmeans,0.337182,0
2,Kmeans,0.190652,0
2,Kmeans,0.47379,1
2,Kmeans,0.303636,1
2,Kmeans,0.509108,1
2,Kmeans,0.167014,1
2,Kmeans,0.374951,1
2,Kmeans,0.114602,0
2,Kmeans,0.444506,0
2,Kmeans,0.374713,0
2,Kmeans,0.401857,1
2,Kmeans,0.310127,0
2,Kmeans,0.517938,1
2,Kmeans,0.191913,1
2,Kmeans,0.519229,1
2,Kmeans,0.414865,0
2,Kmeans,0.190832,0
2,Kmeans,0.242212,0
2,Kmeans,0.441859,1
2,Kmeans,0.508669,1
2,Kmeans,0.422228,1
2,Kmeans,0.372404,0
2,Kmeans,0.509108,1
2,Kmeans,0.407292,1
2,Kmeans,0.258464,0
2,Kmeans,0.220303,1
2,Kmeans,0.445727,0
2,Kmeans,0.194565,0
2,Kmeans,0.350531,0
2,Kmeans,0.493281,1
2,Kmeans,0.109489,1
2,Kmeans,0.076876,1
2,Kmeans,0.517938,1
2,Kmeans,0.08425,0
2,Kmeans,0.338286,0
2,Kmeans,0.435438,0
2,Kmeans,0.41422,0
2,Kmeans,-0.000457,0
2,Kmeans,0.513666,1
2,Kmeans,0.034911,1
2,Kmeans,0.394889,0
2,Kmeans,0.341753,1
2,Kmeans,0.375976,0
2,Kmeans,0.397587,0
2,Kmeans,0.338286,0
2,Kmeans,0.135697,0
2,Kmeans,0.198324,0
2,Kmeans,0.518891,1
2,Kmeans,0.211064,0
2,Kmeans,0.336682,1
2,Kmeans,0.509267,1
2,Kmeans,0.398727,0
2,Kmeans,0.517938,1
2,Kmeans,0.006986,1
2,GMM,0.300302,0
2,GMM,0.54438,0
2,GMM,0.51733,0
2,GMM,0.368346,1
2,GMM,0.439978,0
2,GMM,0.359375,1
2,GMM,0.338936,1
2,GMM,0.535611,0
2,GMM,0.255465,1
2,GMM,0.359375,1
2,GMM,0.4134,1
2,GMM,0.31282,0
2,GMM,0.208359,0
2,GMM,0.269096,1
2,GMM,0.450702,1
2,GMM,0.31825,1
2,GMM,0.369612,1
2,GMM,0.363192,1
2,GMM,0.288172,0
2,GMM,0.442596,0
2,GMM,0.535611,0
2,GMM,0.526645,0
2,GMM,0.323704,1
2,GMM,0.089048,1
2,GMM,0.228975,1
2,GMM,0.527502,0
2,GMM,0.323871,0
2,GMM,0.51733,0
2,GMM,0.366214,1
2,GMM,0.26283,1
2,GMM,0.363272,0
2,GMM,0.36411,0
2,GMM,0.283537,0
2,GMM,0.223203,0
2,GMM,0.111915,1
2,GMM,0.422685,1
2,GMM,0.308771,1
2,GMM,0.440688,1
2,GMM,0.083295,1
2,GMM,0.359988,0
2,GMM,0.54438,0
2,GMM,0.535611,0
2,GMM,0.362512,0
2,GMM,0.154624,1
2,GMM,0.228975,1
2,GMM,0.353941,1
2,GMM,0.263961,0
2,GMM,0.359988,0
2,GMM,0.261302,1
2,GMM,0.341749,1
2,GMM,0.51141,0
2,GMM,0.156732,0
2,GMM,0.429931,1
2,GMM,0.217426,1
2,GMM,-0.017206,1
2,GMM,0.336124,1
2,GMM,0.374883,0
2,GMM,0.542538,0
2,GMM,0.523923,0
2,GMM,0.336518,1
2,GMM,0.35161,1
2,GMM,0.263512,1
2,GMM,0.395589,1
2,GMM,0.134637,0
2,GMM,0.536573,0
2,GMM,0.217426,1
2,GMM,0.411846,1
2,GMM,0.272105,0
2,GMM,0.355636,0
2,GMM,0.284877,0
2,GMM,0.174422,1
2,GMM,0.354166,1
2,GMM,0.363194,1
2,GMM,0.30401,1
2,GMM,-0.081304,1
2,GMM,0.382686,0
2,GMM,0.144763,1
2,GMM,0.050374,1
2,GMM,0.333913,0
2,GMM,0.434347,1
2,GMM,0.31282,0
2,GMM,0.544176,0
2,GMM,0.400583,1
2,GMM,0.394121,1
2,GMM,0.339847,1
2,GMM,0.331848,1
2,GMM,0.496816,0
2,GMM,0.294627,1
2,GMM,0.35161,1
2,GMM,0.137617,0
2,GMM,0.424524,0
2,GMM,0.548368,0
2,GMM,0.544176,0
2,GMM,0.395589,1
2,GMM,0.359249,1
2,GMM,0.359718,1
2,GMM,0.113867,1
2,GMM,0.362512,0
2,GMM,0.231492,0
2,GMM,0.393074,1
2,GMM,0.544176,0
2,GMM,0.224391,1
2,GMM,0.544176,0
2,GMM,0.392058,1
2,GMM,0.506043,0
2,GMM,0.493651,0
2,GMM,0.126239,0
2,GMM,0.396043,1
2,GMM,0.370655,1
2,GMM,0.314018,1
2,GMM,0.174422,1
2,GMM,0.309734,1
2,GMM,0.355141,1
2,GMM,0.221225,0
2,GMM,0.51733,0
2,GMM,0.544176,0
2,GMM,0.18254,1
2,GMM,0.547981,0
2,GMM,0.139071,1
2,GMM,0.142692,1
2,GMM,0.494358,0
2,GMM,0.06027,1
2,GMM,0.487129,0
2,GMM,0.066134,1
2,GMM,0.250937,1
2,GMM,0.320557,0
2,GMM,0.437872,0
2,GMM,0.391395,0
2,GMM,0.275536,1
2,GMM,0.280532,1
2,GMM,-0.017791,1
2,GMM,0.110558,1
2,GMM,0.427403,1
2,GMM,0.436461,1
2,GMM,0.363272,0
2,GMM,0.506043,0
2,GMM,0.460649,1
2,GMM,0.3873,1
2,GMM,0.193406,1
2,GMM,0.374767,1
2,GMM,0.481058,0
2,GMM,0.300832,1
2,GMM,0.261302,1
2,GMM,0.386664,1
2,GMM,-0.153669,1
2,GMM,0.359988,0
2,GMM,0.267388,1
2,GMM,0.229516,1
2,GMM,0.438315,1
2,GMM,0.39699,0
2,GMM,0.271372,0
2,GMM,0.437872,0
2,GMM,0.261302,1
2,GMM,0.457218,1
2,GMM,0.159,0
2,GMM,0.325111,1
2,GMM,0.547981,0
2,GMM,0.545344,0
2,GMM,-0.138778,1
2,GMM,0.224391,1
2,GMM,0.275536,1
2,GMM,0.407659,1
2,GMM,0.211466,1
2,GMM,0.362512,0
2,GMM,0.37192,1
2,GMM,0.193406,1
2,GMM,0.15817,1
2,GMM,0.300302,0
2,GMM,0.06551,1
2,GMM,0.348177,0
2,GMM,-0.052967,1
2,GMM,0.333843,1
2,GMM,0.111915,1
2,GMM,0.34247,0
2,GMM,0.392058,1
2,GMM,0.412631,1
2,GMM,0.333913,0
2,GMM,0.224391,1
2,GMM,0.434173,1
2,GMM,0.136588,1
2,GMM,0.239357,1
2,GMM,0.492125,0
2,GMM,0.330864,1
2,GMM,0.045649,1
2,GMM,0.548368,0
2,GMM,0.231105,1
2,GMM,0.187717,1
2,GMM,0.546796,0
2,GMM,-0.012894,1
2,GMM,0.18254,1
2,GMM,0.394567,1
2,GMM,0.355043,0
2,GMM,0.133902,1
2,GMM,0.544176,0
2,GMM,0.359302,1
2,GMM,0.363194,1
2,GMM,0.157715,0
2,GMM,0.094481,0
2,GMM,0.341749,1
2,GMM,0.408396,0
2,GMM,0.285314,1
2,GMM,0.416549,1
2,GMM,0.546417,0
2,GMM,0.336052,1
2,GMM,0.439073,1
2,GMM,0.058018,1
2,GMM,0.409914,0
2,GMM,0.368197,1
2,GMM,0.097824,0
2,GMM,0.390995,1
2,GMM,0.341749,1
2,GMM,0.37192,1
2,GMM,0.102333,1
2,GMM,0.234425,1
2,GMM,0.134302,0
2,GMM,0.541179,0
2,GMM,0.166187,1
2,GMM,0.006046,1
2,GMM,0.324028,0
2,GMM,0.404815,1
2,GMM,-0.250077,1
2,GMM,0.111915,1
2,GMM,0.40049,1
2,GMM,0.387942,0
2,GMM,0.439663,0
2,GMM,0.40097,1
2,GMM,0.513415,0
2,GMM,0.227349,1
2,GMM,0.359375,1
2,GMM,0.229516,1
2,GMM,0.261692,1
2,GMM,0.374498,1
2,GMM,0.022392,1
2,GMM,0.541179,0
2,GMM,0.315187,1
2,GMM,0.296788,1
2,GMM,0.539969,0
2,GMM,0.370424,1
2,GMM,0.34613,1
2,GMM,0.193406,1
2,GMM,0.330203,1
2,GMM,0.261302,1
2,GMM,0.243134,1
2,GMM,0.383512,1
2,GMM,0.302601,1
2,GMM,0.224391,1
2,GMM,0.137799,1
2,GMM,0.395292,1
2,GMM,0.33156,1
2,GMM,0.384084,0
2,GMM,0.154624,1
2,GMM,0.315804,1
2,GMM,0.174422,1
2,GMM,0.446143,1
2,GMM,0.178484,0
2,GMM,0.288172,0
2,GMM,0.093656,1
2,GMM,0.539969,0
2,GMM,0.459695,1
2,GMM,0.363191,1
2,GMM,0.066411,1
2,GMM,0.359375,1
2,GMM,0.119733,1
2,GMM,0.41643,1
2,GMM,0.137028,1
2,GMM,0.523923,0
2,GMM,0.312053,1
2,GMM,0.45383,1
2,GMM,0.070726,1
2,GMM,0.327908,1
2,GMM,0.54333,0
2,GMM,0.133902,1
2,GMM,0.427401,1
2,GMM,0.223969,1
2,GMM,0.315804,1
2,GMM,0.533978,0
2,GMM,0.330203,1
2,GMM,0.203738,1
2,GMM,0.539969,0
2,GMM,0.359988,0
2,GMM,0.246023,0
2,GMM,0.292967,1
2,GMM,0.281955,1
2,GMM,0.065231,1
2,GMM,0.366214,1
2,GMM,0.544176,0
2,GMM,0.439073,1
2,GMM,0.363272,0
2,GMM,0.334369,1
2,GMM,0.547981,0
2,GMM,0.355636,0
2,GMM,0.339658,1
2,GMM,0.382318,1
2,GMM,0.154624,1
2,GMM,-0.197547,1
2,GMM,0.133902,1
2,GMM,-0.040307,1
2,GMM,0.044148,1
2,GMM,0.360694,1
2,GMM,0.344601,1
2,GMM,0.542983,0
2,GMM,0.350014,0
2,GMM,0.3715,1
2,GMM,0.434957,0
2,GMM,0.339658,1
2,GMM,0.111915,1
2,GMM,0.027377,1
2,GMM,0.24561,1
2,GMM,0.332507,1
2,GMM,0.369794,1
2,GMM,0.361191,1
2,GMM,0.229516,1
2,GMM,0.430473,1
2,GMM,0.357804,1
2,GMM,0.17779,0
2,GMM,0.544176,0
2,GMM,0.104852,0
2,GMM,0.154624,1
2,GMM,0.523923,0
2,GMM,0.544176,0
2,GMM,0.539969,0
2,GMM,0.322369,1
2,GMM,0.359302,1
2,GMM,0.400583,1
2,GMM,0.536573,0
2,GMM,0.189967,0
2,GMM,0.278416,1
2,GMM,0.359375,1
2,GMM,0.513415,0
2,GMM,0.431046,1
2,GMM,0.129501,1
2,GMM,0.041355,1
2,GMM,0.110701,1
2,GMM,0.37192,1
2,GMM,0.506043,0
2,GMM,0.506043,0
2,GMM,0.372004,1
2,GMM,0.376301,1
2,GMM,0.400538,1
2,GMM,-0.069659,1
2,GMM,0.355965,1
2,GMM,0.545687,0
2,GMM,0.363192,1
2,GMM,0.453288,1
2,GMM,0.548368,0
2,GMM,0.288724,1
2,GMM,0.486981,0
2,GMM,-0.116457,1
2,GMM,0.350014,0
2,GMM,0.052036,1
2,GMM,0.359249,1
2,GMM,0.491019,0
2,GMM,0.437665,0
2,GMM,0.43321,1
2,GMM,0.547981,0
2,GMM,0.476632,0
2,GMM,0.395292,1
2,GMM,0.545344,0
2,GMM,0.123282,0
2,GMM,0.259504,1
2,GMM,0.133902,1
2,GMM,0.547981,0
2,GMM,0.541179,0
2,GMM,0.423865,0
2,GMM,-0.22541,1
2,GMM,0.441398,1
2,GMM,0.436461,1
2,GMM,0.304463,1
2,GMM,0.243134,1
2,GMM,0.370025,1
2,GMM,0.288724,1
2,GMM,0.446143,1
2,GMM,0.370099,1
2,GMM,0.328803,1
2,GMM,0.403661,1
2,GMM,0.376007,0
2,GMM,0.541179,0
2,GMM,0.439978,0
2,GMM,0.439978,0
2,GMM,0.396534,1
2,GMM,0.40097,1
2,GMM,0.133902,1
2,GMM,0.541179,0
2,GMM,0.324028,0
2,GMM,0.347733,1
2,GMM,0.523923,0
2,GMM,0.223969,1
2,GMM,0.526645,0
2,GMM,0.492125,0
2,GMM,0.253663,0
2,GMM,-0.062283,1
2,GMM,0.226961,0
2,GMM,0.487129,0
2,GMM,0.519818,0
2,GMM,0.322369,1
2,GMM,0.316986,1
2,GMM,0.363192,1
2,GMM,0.527284,0
2,GMM,0.372272,1
2,GMM,0.172918,1
2,GMM,0.3715,1
2,GMM,0.394121,1
2,GMM,0.347796,1
2,GMM,-0.214388,1
2,GMM,0.37192,1
2,GMM,0.179173,1
2,GMM,0.295322,1
2,GMM,0.535611,0
2,GMM,0.350014,0
2,GMM,0.545687,0
2,GMM,0.440811,1
2,GMM,0.364032,1
2,GMM,0.015307,1
2,GMM,0.450051,1
2,GMM,0.353941,1
2,GMM,0.341749,1
2,GMM,0.133041,0
2,GMM,0.26509,0
2,GMM,0.407659,1
2,GMM,0.54438,0
2,GMM,0.353941,1
2,GMM,0.292967,1
2,GMM,-0.064623,1
2,GMM,0.374767,1
2,GMM,0.124196,1
2,GMM,0.3715,1
2,GMM,0.434957,0
2,GMM,0.30401,1
2,GMM,0.535611,0
2,GMM,-0.115508,1
2,GMM,0.536573,0
2,GMM,0.350014,0
2,GMM,0.431863,1
2,GMM,0.336518,1
2,GMM,0.359249,1
2,GMM,0.092617,0
2,GMM,0.336518,1
2,GMM,0.170176,1
2,GMM,0.487129,0
2,GMM,-0.318558,1
2,GMM,0.535611,0
2,GMM,0.14234,0
2,GMM,0.380982,0
2,GMM,0.111915,1
2,GMM,0.427028,1
2,GMM,0.383512,1
2,GMM,0.429157,0
2,GMM,0.309762,1
2,GMM,0.547981,0
2,GMM,0.167473,0
2,GMM,0.548368,0
2,GMM,0.401295,1
2,GMM,0.18254,1
2,GMM,0.24561,1
2,GMM,0.442596,0
2,GMM,0.53177,0
2,GMM,0.434957,0
2,GMM,0.361191,1
2,GMM,0.535611,0
2,GMM,0.39699,0
2,GMM,0.239357,1
2,GMM,0.206635,0
2,GMM,0.439073,1
2,GMM,0.214126,1
2,GMM,0.363192,1
2,GMM,0.506043,0
2,GMM,-0.063966,1
2,GMM,0.080082,0
2,GMM,0.547981,0
2,GMM,0.070726,1
2,GMM,0.325111,1
2,GMM,0.430473,1
2,GMM,0.394567,1
2,GMM,0.015554,1
2,GMM,0.544176,0
2,GMM,-0.017398,1
2,GMM,0.400538,1
2,GMM,0.332092,0
2,GMM,0.369794,1
2,GMM,0.382318,1
2,GMM,0.325111,1
2,GMM,0.133902,1
2,GMM,0.175774,1
2,GMM,0.539969,0
2,GMM,0.203738,1
2,GMM,0.362512,0
2,GMM,0.526645,0
2,GMM,0.397586,1
2,GMM,0.547981,0
2,GMM,0.013568,1
3,Kmeans,0.112695,2
3,Kmeans,0.514541,2
3,Kmeans,0.490562,2
3,Kmeans,0.467786,0
3,Kmeans,0.380377,2
3,Kmeans,0.43968,1
3,Kmeans,0.271906,1
3,Kmeans,0.505071,2
3,Kmeans,0.499048,0
3,Kmeans,0.43968,1
3,Kmeans,0.359057,1
3,Kmeans,0.132402,2
3,Kmeans,-0.02249,2
3,Kmeans,0.383647,1
3,Kmeans,0.199067,1
3,Kmeans,0.235088,0
