k,type,score,label
2,Kmeans,0.206028,1
2,Kmeans,0.189899,0
2,Kmeans,0.215589,0
2,Kmeans,0.19306,0
2,Kmeans,0.22421,0
2,Kmeans,0.387474,0
2,Kmeans,0.278405,1
2,Kmeans,0.440758,0
2,Kmeans,0.246728,0
2,Kmeans,0.415046,0
2,Kmeans,0.315321,0
2,Kmeans,0.483072,0
2,Kmeans,0.440693,0
2,Kmeans,0.249728,1
2,Kmeans,0.280133,1
2,Kmeans,0.087956,1
2,Kmeans,0.437958,0
2,Kmeans,0.03207,0
2,Kmeans,0.16044,1
2,Kmeans,0.164534,0
2,Kmeans,-0.099021,1
2,Kmeans,0.364733,0
2,Kmeans,0.333522,0
2,Kmeans,0.415491,0
2,Kmeans,0.02099,1
2,Kmeans,0.423157,0
2,Kmeans,0.388408,0
2,Kmeans,0.427515,0
2,Kmeans,0.13406,1
2,Kmeans,0.087345,1
2,Kmeans,0.168011,1
2,Kmeans,0.221673,0
2,Kmeans,0.303581,0
2,Kmeans,0.466625,0
2,Kmeans,0.315392,0
2,Kmeans,0.076859,0
2,Kmeans,0.133055,0
2,Kmeans,0.406142,0
2,Kmeans,0.217406,1
2,Kmeans,0.143894,0
2,Kmeans,0.403067,0
2,Kmeans,0.296131,0
2,Kmeans,0.422756,0
2,Kmeans,0.106067,1
2,Kmeans,0.349101,0
2,Kmeans,0.481835,0
2,Kmeans,0.488533,0
2,Kmeans,0.375688,0
2,Kmeans,0.456295,0
2,Kmeans,0.386768,0
2,Kmeans,0.256127,0
2,Kmeans,0.309598,0
2,Kmeans,0.382599,0
2,Kmeans,0.397543,0
2,Kmeans,0.274131,0
2,Kmeans,0.381477,0
2,Kmeans,0.340421,0
2,Kmeans,0.457378,0
2,Kmeans,0.24115,1
2,Kmeans,0.373224,0
2,Kmeans,0.068479,1
2,Kmeans,0.118716,1
2,Kmeans,0.452682,0
2,Kmeans,0.164292,1
2,Kmeans,-0.063909,1
2,Kmeans,0.142646,1
2,Kmeans,0.395518,0
2,Kmeans,0.427865,0
2,Kmeans,0.489416,0
2,Kmeans,0.165446,0
2,Kmeans,0.175587,1
2,Kmeans,0.49003,0
2,Kmeans,0.018879,1
2,Kmeans,0.186341,0
2,Kmeans,0.378757,0
2,Kmeans,0.141894,0
2,Kmeans,0.436576,0
2,Kmeans,0.404289,0
2,Kmeans,-0.124991,1
2,Kmeans,0.185963,1
2,Kmeans,0.467138,0
2,Kmeans,0.431353,0
2,Kmeans,-0.041939,1
2,Kmeans,0.325299,0
2,Kmeans,-0.05344,1
2,Kmeans,0.373326,0
2,Kmeans,0.306804,0
2,Kmeans,0.38518,0
2,Kmeans,0.146647,0
2,Kmeans,0.253421,1
2,Kmeans,0.213226,0
2,Kmeans,0.465042,0
2,Kmeans,0.215269,1
2,Kmeans,0.362267,0
2,Kmeans,0.336396,0
2,Kmeans,0.380188,0
2,Kmeans,-0.004621,1
2,Kmeans,0.143866,1
2,Kmeans,0.356002,0
2,Kmeans,0.025738,1
2,Kmeans,0.257995,0
2,Kmeans,-0.007654,1
2,Kmeans,0.303141,1
2,Kmeans,0.421095,0
2,Kmeans,0.180441,1
2,Kmeans,0.129109,0
2,Kmeans,0.186121,0
2,Kmeans,0.482316,0
2,Kmeans,-0.061022,1
2,Kmeans,0.356876,0
2,Kmeans,0.405383,0
2,Kmeans,0.360837,0
2,Kmeans,0.138606,1
2,Kmeans,0.090589,1
2,Kmeans,0.378899,0
2,Kmeans,-0.002151,1
2,Kmeans,0.071435,1
2,Kmeans,0.224853,0
2,Kmeans,0.169008,0
2,Kmeans,0.476148,0
2,Kmeans,0.317273,0
2,Kmeans,0.087963,1
2,Kmeans,0.166399,1
2,Kmeans,0.425994,0
2,Kmeans,0.274721,0
2,Kmeans,0.319646,0
2,Kmeans,0.40867,0
2,Kmeans,0.314311,0
2,Kmeans,0.140013,0
2,Kmeans,0.457885,0
2,Kmeans,0.438859,0
2,Kmeans,0.348988,0
2,Kmeans,-0.047453,1
2,Kmeans,0.222061,1
2,Kmeans,-0.012164,1
2,Kmeans,0.098142,1
2,Kmeans,0.385885,0
2,Kmeans,0.114873,1
2,Kmeans,0.432414,0
2,Kmeans,0.420506,0
2,Kmeans,0.146039,1
2,Kmeans,0.218211,0
2,Kmeans,0.299995,0
2,Kmeans,0.283981,0
2,Kmeans,0.435406,0
2,Kmeans,0.366571,0
2,Kmeans,0.138995,1
2,Kmeans,0.303426,0
2,Kmeans,0.16936,1
2,Kmeans,0.313601,0
2,Kmeans,0.050761,1
2,Kmeans,0.330638,0
2,Kmeans,0.426738,0
2,Kmeans,0.442493,0
2,Kmeans,0.435014,0
2,Kmeans,-0.078559,1
2,Kmeans,0.456329,0
2,Kmeans,0.203639,1
2,Kmeans,-0.062406,1
2,Kmeans,0.203645,0
2,Kmeans,0.181878,0
2,Kmeans,0.079327,1
2,Kmeans,0.176364,0
2,Kmeans,0.439308,0
2,Kmeans,0.383046,0
2,Kmeans,0.276737,0
2,Kmeans,0.188571,1
2,Kmeans,0.408639,0
2,Kmeans,0.308263,0
2,Kmeans,0.205975,0
2,Kmeans,0.333118,0
2,Kmeans,0.291817,0
2,Kmeans,0.240637,1
2,Kmeans,0.380267,0
2,Kmeans,0.484722,0
2,Kmeans,0.46258,0
2,Kmeans,0.206548,1
2,Kmeans,0.029439,1
2,Kmeans,0.396926,0
2,Kmeans,0.396912,0
2,Kmeans,0.398476,0
2,Kmeans,0.053571,1
2,Kmeans,0.375473,0
2,Kmeans,0.231478,1
2,Kmeans,0.348685,0
2,Kmeans,0.366976,0
2,Kmeans,0.20171,1
2,Kmeans,0.135996,1
2,Kmeans,0.45744,0
2,Kmeans,0.214782,1
2,Kmeans,0.345586,0
2,Kmeans,0.176869,1
2,Kmeans,0.40255,0
2,Kmeans,0.16826,1
2,Kmeans,0.303414,0
2,Kmeans,0.454613,0
2,Kmeans,0.064632,1
2,Kmeans,0.355826,0
2,Kmeans,0.390342,0
2,Kmeans,0.417725,0
2,Kmeans,0.291532,0
2,Kmeans,0.051753,0
2,Kmeans,0.437459,0
2,Kmeans,0.039862,1
2,Kmeans,-0.093472,1
2,Kmeans,0.136178,1
2,Kmeans,0.360915,0
2,Kmeans,0.452197,0
2,Kmeans,0.076355,1
2,Kmeans,0.253573,0
2,Kmeans,-0.007404,1
2,Kmeans,0.405076,0
2,Kmeans,0.118805,1
2,Kmeans,0.388276,0
2,Kmeans,0.278349,0
2,Kmeans,0.100588,0
2,Kmeans,0.210027,1
2,Kmeans,0.472919,0
2,Kmeans,0.255338,0
2,Kmeans,0.119478,1
2,Kmeans,0.47542,0
2,Kmeans,0.433043,0
2,Kmeans,0.396129,0
2,Kmeans,0.163541,0
2,Kmeans,0.394772,0
2,Kmeans,0.442868,0
2,Kmeans,0.401399,0
2,Kmeans,0.337448,0
2,Kmeans,0.188931,0
2,Kmeans,0.224515,0
2,Kmeans,0.339636,0
2,Kmeans,0.351873,0
2,Kmeans,0.337145,0
2,Kmeans,-0.04776,1
2,Kmeans,0.176514,1
2,Kmeans,0.254584,1
2,Kmeans,0.497513,0
2,Kmeans,0.395928,0
2,Kmeans,0.282065,0
2,Kmeans,0.38674,0
2,Kmeans,0.385938,0
2,Kmeans,0.442658,0
2,Kmeans,0.31425,0
2,Kmeans,0.402403,0
2,Kmeans,0.165046,1
2,Kmeans,0.157309,1
2,Kmeans,0.270666,1
2,Kmeans,0.3239,0
2,Kmeans,0.268384,1
2,Kmeans,0.393671,0
2,Kmeans,0.107995,1
2,Kmeans,-0.024391,1
2,Kmeans,0.184557,0
2,Kmeans,-0.181589,1
2,Kmeans,0.414288,0
2,Kmeans,0.163318,1
2,Kmeans,0.358389,0
2,Kmeans,0.444423,0
2,Kmeans,0.14511,1
2,Kmeans,0.38486,0
2,Kmeans,0.47892,0
2,Kmeans,-0.053168,1
2,Kmeans,0.170214,1
2,Kmeans,0.010208,1
2,Kmeans,0.114616,1
2,Kmeans,0.419061,0
2,Kmeans,0.441896,0
2,Kmeans,0.282574,1
2,Kmeans,0.469351,0
2,Kmeans,0.425827,0
2,Kmeans,0.005977,1
2,Kmeans,0.25517,1
2,Kmeans,0.358306,0
2,Kmeans,0.12957,1
2,Kmeans,0.3538,0
2,Kmeans,0.431139,0
2,Kmeans,0.033211,1
2,Kmeans,0.40422,0
2,Kmeans,0.289224,0
2,Kmeans,0.278723,1
2,Kmeans,-0.129816,1
2,Kmeans,0.326255,0
2,Kmeans,0.245839,0
2,Kmeans,0.158843,1
2,Kmeans,0.380712,0
2,Kmeans,0.285025,0
2,Kmeans,0.437972,0
2,Kmeans,0.465633,0
2,Kmeans,0.186868,0
2,Kmeans,0.344027,0
2,Kmeans,0.452856,0
2,Kmeans,0.419586,0
2,Kmeans,0.430054,0
2,Kmeans,0.393438,0
2,Kmeans,0.115274,1
2,Kmeans,0.267864,1
2,Kmeans,0.465201,0
2,Kmeans,0.387478,0
2,Kmeans,0.371452,0
2,Kmeans,0.404518,0
2,Kmeans,0.115415,1
2,Kmeans,0.093035,0
2,Kmeans,0.438764,0
2,Kmeans,0.441298,0
2,Kmeans,0.137332,1
2,Kmeans,0.418871,0
2,Kmeans,0.029178,1
2,Kmeans,0.43308,0
2,Kmeans,0.179856,1
2,Kmeans,0.459059,0
2,Kmeans,0.346369,0
2,Kmeans,0.427152,0
2,Kmeans,0.483687,0
2,Kmeans,0.371548,0
2,Kmeans,0.081725,1
2,Kmeans,-0.104725,1
2,Kmeans,0.506291,0
2,Kmeans,0.381984,0
2,Kmeans,0.212913,1
2,Kmeans,0.367454,0
2,Kmeans,0.278284,1
2,Kmeans,0.350098,0
2,Kmeans,0.207862,0
2,Kmeans,0.156829,1
2,Kmeans,0.028066,1
2,Kmeans,0.04907,1
2,Kmeans,0.352351,0
2,Kmeans,0.205177,0
2,Kmeans,0.428835,0
2,Kmeans,0.357172,0
2,Kmeans,0.171464,1
2,Kmeans,0.230806,1
2,Kmeans,0.400825,0
2,Kmeans,0.413794,0
2,Kmeans,0.404469,0
2,Kmeans,0.071915,1
2,Kmeans,0.130327,1
2,Kmeans,0.437185,0
2,Kmeans,0.369618,0
2,Kmeans,0.219713,0
2,Kmeans,-0.025881,1
2,Kmeans,0.049578,0
2,Kmeans,0.41631,0
2,Kmeans,0.010965,1
2,Kmeans,0.45209,0
2,Kmeans,0.268657,1
2,Kmeans,0.387024,0
2,Kmeans,0.414198,0
2,Kmeans,0.454384,0
2,Kmeans,0.308383,1
2,Kmeans,-0.014775,1
2,Kmeans,0.459676,0
2,Kmeans,0.434319,0
2,Kmeans,0.421913,0
2,Kmeans,0.440808,0
2,Kmeans,0.438093,0
2,Kmeans,0.368574,0
2,Kmeans,0.383153,0
2,Kmeans,0.433292,0
2,Kmeans,-0.061144,1
2,Kmeans,0.312603,0
2,Kmeans,0.289874,0
2,Kmeans,0.463222,0
2,Kmeans,0.21968,1
2,Kmeans,0.141297,1
2,Kmeans,0.468117,0
2,Kmeans,-0.005747,1
2,Kmeans,0.404953,0
2,Kmeans,0.331435,0
2,Kmeans,0.416857,0
2,Kmeans,0.027311,1
2,Kmeans,0.438028,0
2,Kmeans,0.315249,0
2,Kmeans,0.427613,0
2,Kmeans,0.481088,0
2,Kmeans,-0.025434,1
2,Kmeans,0.219145,0
2,Kmeans,0.388015,0
2,Kmeans,0.463411,0
2,Kmeans,0.323805,0
2,Kmeans,0.105457,1
2,Kmeans,0.421019,0
2,Kmeans,0.326549,0
2,Kmeans,0.317931,0
2,Kmeans,0.328694,0
2,Kmeans,0.297604,1
2,Kmeans,-0.090511,1
2,Kmeans,0.452251,0
2,Kmeans,0.385266,0
2,Kmeans,0.499936,0
2,Kmeans,0.4132,0
2,Kmeans,0.455937,0
2,Kmeans,0.093735,1
2,Kmeans,0.422738,0
2,Kmeans,0.415691,0
2,Kmeans,0.423672,0
2,Kmeans,0.383395,0
2,Kmeans,0.501524,0
2,Kmeans,0.168342,0
2,Kmeans,0.191073,0
2,Kmeans,-0.101728,1
2,Kmeans,0.070094,1
2,Kmeans,0.184244,0
2,Kmeans,-0.018911,1
2,Kmeans,0.453286,0
2,Kmeans,0.189393,0
2,Kmeans,0.009208,1
2,Kmeans,0.036249,1
2,Kmeans,0.23838,0
2,Kmeans,-0.021094,1
2,Kmeans,0.056744,1
2,Kmeans,0.316384,0
2,Kmeans,0.100655,0
2,Kmeans,0.384197,0
2,Kmeans,0.367278,0
2,Kmeans,0.015667,1
2,GMM,-0.145548,0
2,GMM,0.472624,1
2,GMM,-0.100987,0
2,GMM,-0.398449,0
2,GMM,0.090683,0
2,GMM,-0.020689,0
2,GMM,0.363868,1
2,GMM,0.415859,1
2,GMM,0.471928,1
2,GMM,0.101767,0
2,GMM,0.444791,1
2,GMM,0.42397,1
2,GMM,0.411499,1
2,GMM,0.095669,0
2,GMM,0.425119,1
2,GMM,0.324328,1
2,GMM,0.049724,0
2,GMM,0.481243,1
2,GMM,0.441521,1
2,GMM,0.223274,1
2,GMM,0.051366,0
2,GMM,0.086792,0
2,GMM,-0.281296,0
2,GMM,0.488712,1
2,GMM,0.34874,1
2,GMM,0.479426,1
2,GMM,0.525344,1
2,GMM,0.422328,1
2,GMM,-0.25649,0
2,GMM,0.18289,1
2,GMM,0.482234,1
2,GMM,0.469958,1
2,GMM,-0.046374,0
2,GMM,0.370413,1
2,GMM,0.049115,0
2,GMM,-0.09836,0
2,GMM,0.182853,0
2,GMM,0.433791,1
2,GMM,0.052621,0
2,GMM,0.47977,1
2,GMM,0.088188,0
2,GMM,0.339633,1
2,GMM,-0.167541,0
2,GMM,0.468198,1
2,GMM,0.52455,1
2,GMM,0.478806,1
2,GMM,0.330678,1
2,GMM,0.473825,1
2,GMM,0.452178,1
2,GMM,0.421491,1
2,GMM,0.483376,1
2,GMM,-0.108048,0
2,GMM,0.427804,1
2,GMM,-0.285129,0
2,GMM,0.438986,1
2,GMM,0.076638,0
2,GMM,0.093931,0
2,GMM,0.110045,0
2,GMM,0.437109,1
2,GMM,0.413799,1
2,GMM,0.103684,0
2,GMM,0.494361,1
2,GMM,0.227834,1
2,GMM,0.38143,1
2,GMM,0.43598,1
2,GMM,0.290886,1
2,GMM,-0.308655,0
2,GMM,0.48701,1
2,GMM,0.454458,1
2,GMM,-0.251254,0
2,GMM,0.334593,1
2,GMM,-0.077373,0
2,GMM,0.382797,1
2,GMM,-0.056927,0
2,GMM,0.123163,0
2,GMM,-0.227304,0
2,GMM,-0.280682,0
2,GMM,0.273215,1
2,GMM,0.26377,1
2,GMM,0.447609,1
2,GMM,0.187491,0
2,GMM,0.477669,1
2,GMM,0.297629,1
2,GMM,0.463359,1
2,GMM,0.356127,1
2,GMM,0.509873,1
2,GMM,0.490728,1
2,GMM,0.183297,0
2,GMM,0.172322,0
2,GMM,0.005895,0
2,GMM,0.455577,1
2,GMM,-0.039323,0
2,GMM,0.064401,0
2,GMM,-0.202788,0
2,GMM,-0.184544,0
2,GMM,0.38094,1
2,GMM,0.366575,1
2,GMM,0.432994,1
2,GMM,-0.018452,0
2,GMM,0.463339,1
2,GMM,0.429182,1
2,GMM,0.473321,1
2,GMM,0.021091,0
2,GMM,0.009175,0
2,GMM,0.064466,0
2,GMM,0.275612,1
2,GMM,0.346933,1
2,GMM,0.495503,1
2,GMM,0.3805,1
2,GMM,-0.124009,0
2,GMM,0.200258,1
2,GMM,0.437342,1
2,GMM,0.155561,0
2,GMM,0.210674,1
2,GMM,0.431065,1
2,GMM,-0.310849,0
2,GMM,0.477994,1
2,GMM,0.045353,0
2,GMM,0.403037,1
2,GMM,0.51465,1
2,GMM,0.5008,1
2,GMM,0.389769,1
2,GMM,0.457468,1
2,GMM,0.41969,1
2,GMM,0.312498,1
2,GMM,0.368399,1
2,GMM,-0.381888,0
2,GMM,0.451232,1
2,GMM,0.346347,1
2,GMM,0.445873,1
2,GMM,0.406257,1
2,GMM,0.477524,1
2,GMM,0.169212,0
2,GMM,0.416886,1
2,GMM,0.014288,0
2,GMM,0.071247,0
2,GMM,0.480169,1
2,GMM,0.101503,0
2,GMM,-0.121045,0
2,GMM,0.026914,0
2,GMM,0.437392,1
2,GMM,0.437325,1
2,GMM,0.506968,1
2,GMM,0.217494,1
2,GMM,0.071373,0
2,GMM,0.515549,1
2,GMM,0.010639,0
2,GMM,0.272787,1
2,GMM,0.427751,1
2,GMM,-0.187548,0
2,GMM,0.457659,1
2,GMM,0.419224,1
2,GMM,0.209843,1
2,GMM,0.070058,0
2,GMM,0.481822,1
2,GMM,0.454668,1
2,GMM,-0.128077,0
2,GMM,0.392744,1
2,GMM,-0.143132,0
2,GMM,0.433619,1
2,GMM,0.369571,1
2,GMM,0.41091,1
2,GMM,-0.213231,0
2,GMM,0.176415,0
2,GMM,-0.254298,0
2,GMM,0.491391,1
2,GMM,0.130495,0
2,GMM,-0.378607,0
2,GMM,0.396811,1
2,GMM,0.415495,1
2,GMM,-0.068388,0
2,GMM,0.065169,0
2,GMM,0.40333,1
2,GMM,-0.05168,0
2,GMM,0.287059,1
2,GMM,0.119407,1
2,GMM,0.194359,0
2,GMM,0.442893,1
2,GMM,0.081734,0
2,GMM,0.168158,1
2,GMM,0.266885,1
2,GMM,0.497666,1
2,GMM,-0.129712,0
2,GMM,0.405073,1
2,GMM,0.434729,1
2,GMM,0.383109,1
2,GMM,0.033312,0
2,GMM,0.016758,0
2,GMM,0.386457,1
2,GMM,-0.041492,0
2,GMM,-0.046034,0
2,GMM,0.286249,1
2,GMM,0.240851,1
2,GMM,0.504388,1
2,GMM,0.383566,1
2,GMM,-0.010972,0
2,GMM,0.064131,0
2,GMM,0.422598,1
2,GMM,0.340813,1
2,GMM,0.35345,1
2,GMM,-0.413856,0
2,GMM,0.310382,1
2,GMM,0.171111,1
2,GMM,0.465091,1
2,GMM,0.491202,1
2,GMM,0.385131,1
2,GMM,0.150661,1
2,GMM,0.107716,0
2,GMM,-0.019683,0
2,GMM,-0.041475,0
2,GMM,0.43155,1
2,GMM,-0.017483,0
2,GMM,0.470965,1
2,GMM,-0.418546,0
2,GMM,0.015376,0
2,GMM,-0.268938,0
2,GMM,0.327263,1
2,GMM,0.335558,1
2,GMM,0.459514,1
2,GMM,0.430883,1
2,GMM,0.03894,0
2,GMM,0.364734,1
2,GMM,0.068601,0
2,GMM,0.355478,1
2,GMM,-0.034631,0
2,GMM,0.337527,1
2,GMM,0.484433,1
2,GMM,0.48706,1
2,GMM,0.448769,1
2,GMM,-0.121469,0
2,GMM,0.494703,1
2,GMM,0.132737,0
2,GMM,-0.119182,0
2,GMM,0.258427,1
2,GMM,0.274146,1
2,GMM,-0.026985,0
2,GMM,-0.220638,0
2,GMM,0.445951,1
2,GMM,0.420608,1
2,GMM,0.331488,1
2,GMM,0.072799,0
2,GMM,0.45059,1
2,GMM,0.34308,1
2,GMM,-0.207021,0
2,GMM,0.368794,1
2,GMM,0.358993,1
2,GMM,0.163464,0
2,GMM,0.404581,1
2,GMM,0.49622,1
2,GMM,0.488521,1
2,GMM,0.13753,0
2,GMM,-0.06204,0
2,GMM,0.442688,1
2,GMM,0.428083,1
2,GMM,0.441095,1
2,GMM,-0.040771,0
2,GMM,0.407313,1
2,GMM,0.130802,0
2,GMM,0.395573,1
2,GMM,0.411593,1
2,GMM,0.10898,0
2,GMM,0.025255,0
2,GMM,0.474043,1
2,GMM,0.091513,0
2,GMM,0.40706,1
2,GMM,0.056484,0
2,GMM,0.41747,1
2,GMM,0.072146,0
2,GMM,0.352473,1
2,GMM,0.486292,1
2,GMM,-0.019525,0
2,GMM,0.395229,1
2,GMM,0.42849,1
2,GMM,0.468279,1
2,GMM,0.367417,1
2,GMM,-0.07709,0
2,GMM,0.473081,1
2,GMM,-0.084599,0
2,GMM,0.184186,1
2,GMM,0.037283,0
2,GMM,0.416885,1
2,GMM,0.469696,1
2,GMM,0.010723,0
2,GMM,0.316848,1
2,GMM,-0.049481,0
2,GMM,0.419462,1
2,GMM,0.075331,0
2,GMM,0.435139,1
2,GMM,0.291829,1
2,GMM,-0.115436,0
2,GMM,0.071125,0
2,GMM,0.494677,1
2,GMM,0.296787,1
2,GMM,0.067153,0
2,GMM,0.486223,1
2,GMM,0.453474,1
2,GMM,0.448902,1
2,GMM,0.212264,1
2,GMM,0.433525,1
2,GMM,0.452628,1
2,GMM,0.454301,1
2,GMM,0.354818,1
2,GMM,0.205838,1
2,GMM,-0.226298,0
2,GMM,-0.355901,0
2,GMM,0.395881,1
2,GMM,0.35871,1
2,GMM,-0.125258,0
2,GMM,0.113712,0
2,GMM,0.16612,0
2,GMM,0.534248,1
2,GMM,0.452453,1
2,GMM,0.335923,1
2,GMM,0.404949,1
2,GMM,0.43125,1
2,GMM,0.485442,1
2,GMM,0.368559,1
2,GMM,0.436961,1
2,GMM,0.058131,0
2,GMM,0.048417,0
2,GMM,0.171928,0
2,GMM,0.327954,1
2,GMM,0.151379,0
2,GMM,0.425002,1
2,GMM,0.002119,0
2,GMM,-0.067435,0
2,GMM,0.259174,1
2,GMM,0.257402,1
2,GMM,0.470438,1
2,GMM,0.078304,0
2,GMM,0.405502,1
2,GMM,0.457562,1
2,GMM,0.024,0
2,GMM,0.444499,1
2,GMM,0.515326,1
2,GMM,-0.08457,0
2,GMM,0.103191,0
2,GMM,-0.06506,0
2,GMM,0.023089,0
2,GMM,0.452513,1
2,GMM,0.465751,1
2,GMM,0.194565,0
2,GMM,0.491918,1
2,GMM,0.436927,1
2,GMM,-0.071826,0
2,GMM,0.192495,0
2,GMM,-0.348067,0
2,GMM,0.048105,0
2,GMM,0.373495,1
2,GMM,0.458897,1
2,GMM,-0.07158,0
2,GMM,0.420981,1
2,GMM,0.314858,1
2,GMM,0.173516,0
2,GMM,0.219693,1
2,GMM,0.382875,1
2,GMM,0.305169,1
2,GMM,0.097202,0
2,GMM,0.418687,1
2,GMM,0.31201,1
2,GMM,0.463198,1
2,GMM,0.489017,1
2,GMM,0.258224,1
2,GMM,0.348606,1
2,GMM,0.488359,1
2,GMM,0.454052,1
2,GMM,0.480111,1
2,GMM,0.432709,1
2,GMM,0.059557,0
2,GMM,0.171887,0
2,GMM,0.495797,1
2,GMM,0.440496,1
2,GMM,0.39639,1
2,GMM,0.423877,1
2,GMM,0.026077,0
2,GMM,-0.156036,0
2,GMM,0.476061,1
2,GMM,0.459072,1
2,GMM,0.067686,0
2,GMM,0.438284,1
2,GMM,-0.051576,0
2,GMM,0.480471,1
2,GMM,0.066218,0
2,GMM,0.476012,1
2,GMM,0.370197,1
2,GMM,0.467072,1
2,GMM,0.502312,1
2,GMM,0.404536,1
2,GMM,0.028174,0
2,GMM,-0.1875,0
2,GMM,0.53916,1
2,GMM,0.391622,1
2,GMM,0.14354,0
2,GMM,0.409029,1
2,GMM,0.195529,0
2,GMM,0.387245,1
2,GMM,0.248366,1
2,GMM,0.047492,0
2,GMM,-0.079188,0
2,GMM,-0.047913,0
2,GMM,0.387972,1
2,GMM,0.286958,1
2,GMM,0.440897,1
2,GMM,0.362072,1
2,GMM,0.059155,0
2,GMM,0.139164,0
2,GMM,0.455073,1
2,GMM,0.442196,1
2,GMM,0.42564,1
2,GMM,-0.022269,0
2,GMM,-0.004419,0
2,GMM,0.449551,1
2,GMM,0.414138,1
2,GMM,-0.290922,0
2,GMM,-0.090438,0
2,GMM,-0.059525,0
2,GMM,0.426278,1
2,GMM,-0.123302,0
2,GMM,0.452442,1
2,GMM,0.168799,0
2,GMM,0.391714,1
2,GMM,0.435288,1
2,GMM,0.459037,1
2,GMM,0.215441,0
2,GMM,-0.057399,0
2,GMM,0.496425,1
2,GMM,0.463502,1
2,GMM,0.43391,1
2,GMM,0.465449,1
2,GMM,0.468308,1
2,GMM,0.398338,1
2,GMM,0.435346,1
2,GMM,0.431788,1
2,GMM,0.167865,1
2,GMM,0.367106,1
2,GMM,0.341668,1
2,GMM,0.492796,1
2,GMM,0.135388,0
2,GMM,0.06136,0
2,GMM,0.500291,1
2,GMM,-0.038707,0
2,GMM,0.456074,1
2,GMM,0.375645,1
2,GMM,0.456834,1
2,GMM,-0.010717,0
2,GMM,0.438853,1
2,GMM,0.369043,1
2,GMM,0.460417,1
2,GMM,0.502122,1
2,GMM,-0.136664,0
2,GMM,-0.220417,0
2,GMM,0.441812,1
2,GMM,0.490736,1
2,GMM,0.389211,1
2,GMM,0.007308,0
2,GMM,0.416725,1
2,GMM,0.368489,1
2,GMM,0.385914,1
2,GMM,0.386178,1
2,GMM,0.181514,0
2,GMM,-0.165599,0
2,GMM,0.488416,1
2,GMM,0.425686,1
2,GMM,0.528796,1
2,GMM,0.446197,1
2,GMM,0.461633,1
2,GMM,0.017599,0
2,GMM,0.461516,1
2,GMM,0.471652,1
2,GMM,0.448998,1
2,GMM,0.408803,1
2,GMM,0.510188,1
2,GMM,-0.174133,0
2,GMM,0.291628,1
2,GMM,-0.173542,0
2,GMM,-0.073992,0
2,GMM,0.201479,1
2,GMM,-0.071317,0
2,GMM,0.471246,1
2,GMM,-0.227173,0
2,GMM,-0.108479,0
2,GMM,-0.021986,0
2,GMM,-0.241358,0
2,GMM,0.123859,1
2,GMM,-0.063821,0
2,GMM,0.353241,1
2,GMM,-0.143355,0
2,GMM,0.44024,1
2,GMM,0.396475,1
2,GMM,-0.056988,0
3,Kmeans,0.127838,0
3,Kmeans,0.4505,2
3,Kmeans,0.029218,0
3,Kmeans,0.41585,2
3,Kmeans,0.015859,1
3,Kmeans,0.167839,0
3,Kmeans,0.254234,2
3,Kmeans,0.409235,2
3,Kmeans,0.414701,2
