k,type,score,label
2,GMM,0.355202,1
2,GMM,0.548791,1
2,GMM,0.579843,1
2,GMM,0.570037,1
2,GMM,0.3712,1
2,GMM,0.422278,1
2,GMM,0.385976,1
2,GMM,0.485108,1
2,GMM,0.490097,1
2,GMM,0.532055,1
2,GMM,0.286127,1
2,GMM,0.554331,1
2,GMM,0.31688,1
2,GMM,0.525367,1
2,GMM,0.524525,1
2,GMM,0.21361,1
2,GMM,0.568915,1
2,GMM,0.472457,1
2,GMM,0.54598,1
2,GMM,0.33204,0
2,GMM,0.527981,1
2,GMM,0.483342,1
2,GMM,0.303913,1
2,GMM,0.564366,1
2,GMM,0.514352,1
2,GMM,0.548111,1
2,GMM,0.532947,1
2,GMM,0.516822,1
2,GMM,0.304941,1
2,GMM,0.410246,1
2,GMM,0.485299,1
2,GMM,0.510593,1
2,GMM,0.520241,1
2,GMM,0.134077,0
2,GMM,0.480269,1
2,GMM,0.461661,1
2,GMM,0.547731,1
2,GMM,0.45738,1
2,GMM,0.513007,1
2,GMM,0.561738,1
2,GMM,0.471465,1
2,GMM,0.496844,1
2,GMM,0.409022,1
2,GMM,0.474369,1
2,GMM,0.501222,1
2,GMM,0.41327,1
2,GMM,0.512668,1
2,GMM,0.317119,1
2,GMM,0.455092,1
2,GMM,0.328844,1
2,GMM,0.446029,1
2,GMM,0.35934,1
2,GMM,0.418472,1
2,GMM,0.507157,1
2,GMM,0.447128,1
2,GMM,0.474557,1
2,GMM,0.396131,1
2,GMM,0.353847,1
2,GMM,0.518927,1
2,GMM,0.561167,1
2,GMM,0.441865,1
2,GMM,0.476255,1
2,GMM,0.527533,1
2,GMM,0.563614,1
2,GMM,0.436617,1
2,GMM,0.483369,1
2,GMM,0.460053,1
2,GMM,0.362223,1
2,GMM,0.457986,1
2,GMM,0.437219,1
2,GMM,0.543412,1
2,GMM,0.177953,1
2,GMM,0.538792,1
2,GMM,0.420909,1
2,GMM,0.345251,1
2,GMM,0.216676,1
2,GMM,0.503401,1
2,GMM,0.283414,1
2,GMM,0.468195,1
2,GMM,0.374483,1
2,GMM,0.450726,1
2,GMM,0.498992,1
2,GMM,0.426494,1
2,GMM,0.499113,1
2,GMM,0.420904,1
2,GMM,0.330928,1
2,GMM,0.565963,1
2,GMM,0.288517,1
2,GMM,0.368708,1
2,GMM,0.390614,1
2,GMM,0.34333,1
2,GMM,0.239999,1
2,GMM,0.566269,1
2,GMM,0.315255,1
2,GMM,0.504675,1
2,GMM,0.462032,1
2,GMM,0.525346,1
2,GMM,0.391194,1
2,GMM,0.495065,1
2,GMM,0.526013,1
2,GMM,0.595392,1
2,GMM,0.332487,1
2,GMM,0.578809,1
2,GMM,-0.110287,0
2,GMM,0.50789,1
2,GMM,0.443081,1
2,GMM,0.434166,1
2,GMM,0.406802,1
2,GMM,0.434648,1
2,GMM,0.546094,1
2,GMM,0.456525,1
2,GMM,0.468773,1
2,GMM,0.282276,1
2,GMM,0.490456,1
2,GMM,0.467849,1
2,GMM,0.576357,1
2,GMM,0.545529,1
2,GMM,0.378028,1
2,GMM,0.565218,1
2,GMM,0.541063,1
2,GMM,0.494811,1
2,GMM,-0.048935,0
2,GMM,0.426794,1
2,GMM,0.380196,1
2,GMM,0.293279,1
2,GMM,0.435377,1
2,GMM,0.542108,1
2,GMM,0.571565,1
2,GMM,0.561846,1
2,GMM,0.488643,1
2,GMM,0.58582,1
2,GMM,0.529884,1
2,GMM,0.474191,1
2,GMM,0.522145,1
2,GMM,0.564861,1
2,GMM,0.49397,1
2,GMM,0.546576,1
2,GMM,0.388682,1
2,GMM,0.532863,1
2,GMM,0.246909,1
2,GMM,0.437792,1
2,GMM,0.498117,1
2,GMM,0.35463,1
2,GMM,0.508634,1
2,GMM,0.540001,1
2,GMM,0.435228,1
2,GMM,0.489335,1
2,GMM,0.445451,1
2,GMM,0.37648,1
2,GMM,0.438348,1
2,GMM,0.486846,1
2,GMM,0.463207,1
2,GMM,0.348339,1
2,GMM,0.309244,1
2,GMM,0.504752,1
2,GMM,0.463325,1
2,GMM,0.564744,1
2,GMM,0.454224,1
2,GMM,0.353377,1
2,GMM,0.558597,1
2,GMM,0.546741,1
2,GMM,0.465926,1
2,GMM,0.517237,1
2,GMM,0.505728,1
2,GMM,0.564234,1
2,GMM,0.219843,1
2,GMM,0.521736,1
2,GMM,0.561033,1
2,GMM,0.207429,1
2,GMM,0.455356,1
2,GMM,0.518379,1
2,GMM,0.423344,1
2,GMM,0.333465,1
2,GMM,0.573488,1
2,GMM,0.555679,1
2,GMM,0.469535,1
2,GMM,0.306458,1
2,GMM,0.484568,1
2,GMM,0.549834,1
2,GMM,0.557739,1
2,GMM,0.474728,1
2,GMM,0.535213,1
2,GMM,0.476207,1
2,GMM,0.570904,1
2,GMM,0.441988,1
2,GMM,0.567416,1
2,GMM,0.389234,1
2,GMM,0.535804,1
2,GMM,0.458849,1
2,GMM,0.37574,1
2,GMM,0.476748,1
2,GMM,0.568481,1
2,GMM,0.488522,1
2,GMM,0.237217,1
2,GMM,0.277626,1
2,GMM,0.343049,1
2,GMM,0.3394,1
2,GMM,0.513912,1
2,GMM,0.311353,1
2,GMM,0.536975,1
2,GMM,0.312792,0
2,GMM,0.332086,0
2,GMM,0.420404,1
2,GMM,0.500498,1
2,GMM,-0.321591,0
2,GMM,0.396889,1
2,GMM,0.301519,1
2,GMM,0.520361,1
2,GMM,0.453487,1
2,GMM,0.40456,1
2,GMM,0.484403,1
2,GMM,0.422894,1
2,GMM,0.464932,1
2,GMM,0.309553,1
2,GMM,0.159601,0
2,GMM,0.511797,1
2,GMM,0.280831,1
2,GMM,0.507802,1
2,GMM,0.526096,1
2,GMM,0.218086,0
2,GMM,0.522066,1
2,GMM,0.384254,1
2,GMM,0.369398,1
2,GMM,0.142039,1
2,GMM,0.3318,1
2,GMM,0.506196,1
2,GMM,0.442932,1
2,GMM,0.262331,1
2,GMM,0.428735,1
2,GMM,0.346705,1
2,GMM,0.571361,1
2,GMM,0.529547,1
2,GMM,0.315256,1
2,GMM,0.56063,1
2,GMM,0.574158,1
2,GMM,0.53268,1
2,GMM,0.545247,1
2,GMM,0.3222,1
2,GMM,0.532027,1
2,GMM,0.477249,1
2,GMM,0.27345,1
2,GMM,0.440394,1
2,GMM,0.476014,1
2,GMM,0.546996,1
2,GMM,0.440296,1
2,GMM,0.454354,1
2,GMM,0.438911,1
2,GMM,0.506786,1
2,GMM,0.389927,1
2,GMM,0.501633,1
2,GMM,0.460563,1
2,GMM,0.226202,1
2,GMM,0.418118,1
2,GMM,0.574063,1
2,GMM,0.549102,1
2,GMM,0.511568,1
2,GMM,0.171187,1
2,GMM,0.365354,1
2,GMM,0.529256,1
2,GMM,0.545482,1
2,GMM,0.25543,1
2,GMM,0.404839,1
2,GMM,0.508264,1
2,GMM,0.581726,1
2,GMM,0.540793,1
2,GMM,0.249582,1
2,GMM,0.40219,1
2,GMM,0.557021,1
2,GMM,0.576467,1
2,GMM,0.559991,1
2,GMM,0.541929,1
2,GMM,0.209249,0
2,GMM,0.504505,1
2,GMM,0.507931,1
2,GMM,0.5431,1
2,GMM,0.467545,1
2,GMM,0.58878,1
2,GMM,0.451077,1
2,GMM,0.574501,1
2,GMM,0.542244,1
2,GMM,0.499966,1
2,GMM,0.432281,1
2,GMM,-0.327596,0
2,GMM,0.394805,1
2,GMM,0.559414,1
2,GMM,0.482842,1
2,GMM,0.330278,0
2,GMM,0.307268,0
2,GMM,0.524883,1
2,GMM,0.434877,1
2,GMM,0.397069,1
2,GMM,0.494091,1
2,GMM,0.517651,1
2,GMM,0.543492,1
2,GMM,0.532959,1
3,Kmeans,0.128991,1
3,Kmeans,0.147057,1
3,Kmeans,0.264663,1
3,Kmeans,0.285861,0
3,Kmeans,0.265095,2
3,Kmeans,0.358582,1
3,Kmeans,0.103387,1
3,Kmeans,0.43552,0
3,Kmeans,0.297901,1
3,Kmeans,0.352534,2
3,Kmeans,0.471768,0
3,Kmeans,0.4782,0
3,Kmeans,0.006904,2
3,Kmeans,0.306771,1
3,Kmeans,0.063308,2
3,Kmeans,0.307291,1
3,Kmeans,0.387639,2
3,Kmeans,0.057799,1
3,Kmeans,0.344096,2
3,Kmeans,0.131546,1
3,Kmeans,0.432637,0
3,Kmeans,0.030079,1
3,Kmeans,0.50894,0
3,Kmeans,0.240447,0
3,Kmeans,0.237048,2
3,Kmeans,0.125127,1
3,Kmeans,0.166853,1
3,Kmeans,0.339575,1
3,Kmeans,0.115772,1
3,Kmeans,0.061389,2
3,Kmeans,0.313008,1
3,Kmeans,0.179413,0
3,Kmeans,0.270287,0
3,Kmeans,0.02213,2
3,Kmeans,0.482686,0
3,Kmeans,0.04295,1
3,Kmeans,0.359361,2
3,Kmeans,0.385204,0
3,Kmeans,0.38895,1
3,Kmeans,0.129469,0
3,Kmeans,0.300263,1
3,Kmeans,0.13522,1
3,Kmeans,0.035996,1
3,Kmeans,0.043112,2
3,Kmeans,0.060097,2
3,Kmeans,0.325641,0
3,Kmeans,0.412326,2
3,Kmeans,0.058732,1
3,Kmeans,0.102498,1
3,Kmeans,0.389771,2
3,Kmeans,0.12191,1
3,Kmeans,0.160788,2
3,Kmeans,0.075591,1
3,Kmeans,0.294781,2
3,Kmeans,0.258083,1
3,Kmeans,0.405556,0
3,Kmeans,0.118935,2
3,Kmeans,0.159854,1
3,Kmeans,0.107875,1
3,Kmeans,0.500065,0
3,Kmeans,0.406863,2
3,Kmeans,0.378692,2
3,Kmeans,0.47217,0
3,Kmeans,0.453964,0
3,Kmeans,0.197884,1
3,Kmeans,0.199677,0
3,Kmeans,0.258016,0
3,Kmeans,0.416181,2
3,Kmeans,0.245594,1
3,Kmeans,0.202836,0
3,Kmeans,0.490069,0
3,Kmeans,0.256462,2
3,Kmeans,0.273503,2
3,Kmeans,0.307577,1
3,Kmeans,0.084868,0
3,Kmeans,0.368371,1
3,Kmeans,0.137754,2
3,Kmeans,0.271085,1
3,Kmeans,0.260818,2
3,Kmeans,0.311479,2
3,Kmeans,0.032951,1
3,Kmeans,0.214163,2
3,Kmeans,0.113454,2
3,Kmeans,0.0861,1
3,Kmeans,0.354983,2
3,Kmeans,0.458236,0
3,Kmeans,0.0804,2
3,Kmeans,0.193891,2
3,Kmeans,0.244699,1
3,Kmeans,0.0606,2
3,Kmeans,0.251409,1
3,Kmeans,0.224999,2
3,Kmeans,0.293782,0
3,Kmeans,0.109732,2
3,Kmeans,0.373622,1
3,Kmeans,0.274964,2
3,Kmeans,0.018938,1
3,Kmeans,0.065964,2
3,Kmeans,0.147465,2
3,Kmeans,0.34184,1
3,Kmeans,0.118146,1
3,Kmeans,0.174701,0
3,Kmeans,0.08616,1
3,Kmeans,0.472064,0
3,Kmeans,0.071798,0
3,Kmeans,0.131969,0
3,Kmeans,0.328146,2
3,Kmeans,0.348298,2
3,Kmeans,0.031836,1
3,Kmeans,0.108396,0
3,Kmeans,0.400628,1
3,Kmeans,0.199672,0
3,Kmeans,0.06597,1
3,Kmeans,0.382913,1
3,Kmeans,0.252802,0
3,Kmeans,0.138762,1
3,Kmeans,0.317464,0
3,Kmeans,0.017636,2
3,Kmeans,0.509863,0
3,Kmeans,0.143001,1
3,Kmeans,0.166127,1
3,Kmeans,0.140987,1
3,Kmeans,0.035491,0
3,Kmeans,0.103787,2
3,Kmeans,0.404891,1
3,Kmeans,0.2163,1
3,Kmeans,0.259603,1
3,Kmeans,0.31765,1
3,Kmeans,0.398058,0
3,Kmeans,0.211421,1
3,Kmeans,0.453589,0
3,Kmeans,0.323942,2
3,Kmeans,0.427776,0
3,Kmeans,0.26155,0
3,Kmeans,0.311434,2
3,Kmeans,0.271281,0
3,Kmeans,0.399077,0
3,Kmeans,0.202844,0
3,Kmeans,0.267604,2
3,Kmeans,0.050127,0
3,Kmeans,0.331612,1
3,Kmeans,0.2654,2
3,Kmeans,0.114985,0
3,Kmeans,0.145769,1
3,Kmeans,0.233375,0
3,Kmeans,0.264125,0
3,Kmeans,0.302401,0
3,Kmeans,0.399966,2
3,Kmeans,0.109786,1
3,Kmeans,-0.015228,2
3,Kmeans,0.400588,0
3,Kmeans,0.353987,0
3,Kmeans,0.322701,2
3,Kmeans,0.2755,0
3,Kmeans,0.110061,0
3,Kmeans,0.041412,2
3,Kmeans,0.441373,0
3,Kmeans,0.334802,1
